company_size,company_country,position_country,position_employmentType,position_workSetting,position_name,employee_gender,employee_age_gap,employee_country,interview_date,interview_score,interview_duration,interviewer_name,interviewer_gender,candidate_name,candidate_gender,candidate_country
M,United States,United States,Full-time,Office,ML Engineer,Male,18-27,United States,2023-01-16,10,19,Interviewer First,Male,Daniel Thomas,Male,United States
M,United States,United States,Full-time,Office,ML Engineer,Male,18-27,United States,2023-06-01,9,26,Interviewer Second,Female,Matthew Martinez,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,28-37,United States,2021-10-01,9,36,Interviewer First,Male,Isabella Garcia,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,38-47,United States,2023-09-26,8,52,Interviewer First,Male,Abigail Brown,Female,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Female,28-37,United States,2022-07-08,8,45,Interviewer First,Male,Isabella Jones,Female,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Male,28-37,United States,2022-12-12,8,56,Interviewer Second,Female,Alexander Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2023-04-13,9,28,Interviewer First,Male,Abigail Robinson,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,38-47,United States,2023-06-09,10,39,Interviewer Second,Female,Olivia Anderson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-05-17,9,32,Interviewer First,Male,Ethan Robinson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2023-06-26,10,15,Interviewer Second,Female,Elizabeth Thomas,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2024-01-21,9,39,Interviewer First,Male,Michael Moore,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2022-04-30,10,54,Interviewer First,Male,Charlotte Brown,Female,United States
M,United States,United States,Full-time,Office,Data Science Director,Male,28-37,United States,2024-01-15,8,40,Interviewer First,Male,Sophia Moore,Male,United States
M,United States,United States,Full-time,Office,Data Science Director,Female,18-27,United States,2021-03-30,10,58,Interviewer First,Male,Abigail Anderson,Female,United States
L,United States,United States,Full-time,Office,Research Engineer,Male,18-27,United States,2023-11-30,9,33,Interviewer First,Male,Matthew Harris,Male,United States
L,United States,United States,Full-time,Office,Research Engineer,Male,18-27,United States,2024-04-01,8,15,Interviewer Second,Female,Ava Jones,Male,United States
L,United States,United States,Full-time,Office,Data Architect,Male,18-27,United States,2023-12-02,8,17,Interviewer Second,Female,Mia Thompson,Male,United States
L,United States,United States,Full-time,Office,Data Architect,Female,28-37,United States,2022-08-28,9,32,Interviewer First,Male,Sophia Williams,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,28-37,United States,2024-03-04,9,60,Interviewer First,Male,David Davis,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Male,28-37,United States,2021-08-21,10,32,Interviewer First,Male,Ava Harris,Male,United States
M,Canada,Canada,Full-time,Remote,Data Scientist,Female,38-47,Canada,2023-04-25,10,16,Interviewer Second,Female,James Martin,Female,Canada
M,Canada,Canada,Full-time,Remote,Data Scientist,Male,28-37,Canada,2021-08-23,10,40,Interviewer First,Male,Ava Anderson,Male,Canada
M,United States,United States,Full-time,Office,ML Engineer,Female,38-47,United States,2023-04-06,9,48,Interviewer First,Male,Mia Davis,Female,United States
M,United States,United States,Full-time,Office,ML Engineer,Male,18-27,United States,2024-02-13,10,18,Interviewer Second,Female,Matthew Johnson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-07-05,10,21,Interviewer First,Male,Sophia Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2021-11-18,8,16,Interviewer First,Male,Mia Miller,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,28-37,United States,2022-03-26,8,35,Interviewer First,Male,Matthew Garcia,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,18-27,United States,2023-02-28,8,59,Interviewer First,Male,Abigail Thomas,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2024-04-26,9,49,Interviewer Second,Female,James Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2020-09-02,9,43,Interviewer Second,Female,Isabella Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-09-28,8,16,Interviewer Second,Female,Mia Davis,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2020-05-30,8,24,Interviewer First,Male,Elizabeth Robinson,Female,United States
M,United States,United States,Full-time,Office,Research Engineer,Male,18-27,United States,2024-05-01,8,23,Interviewer First,Male,Abigail Martinez,Male,United States
M,United States,United States,Full-time,Office,Research Engineer,Female,18-27,United States,2022-10-13,9,55,Interviewer Second,Female,Olivia Brown,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,18-27,United States,2020-11-27,9,27,Interviewer First,Male,Michael Brown,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2023-10-26,8,37,Interviewer First,Male,Abigail Brown,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-12-04,10,22,Interviewer First,Male,Emma Moore,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2024-01-28,10,25,Interviewer Second,Female,Sophia Jones,Male,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,28-37,United States,2022-01-04,10,40,Interviewer Second,Female,David Wilson,Female,United States
M,United States,United States,Full-time,Office,ML Engineer,Male,18-27,United States,2022-08-26,10,29,Interviewer Second,Female,Ethan Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,28-37,United States,2024-04-25,10,16,Interviewer First,Male,Daniel Wilson,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,38-47,United States,2024-03-12,9,31,Interviewer Second,Female,John Harris,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2021-10-02,10,38,Interviewer First,Male,Ethan Jones,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-07-17,8,19,Interviewer First,Male,Michael Smith,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Male,28-37,United States,2022-11-30,9,54,Interviewer First,Male,James Wilson,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Male,28-37,United States,2024-04-05,10,34,Interviewer Second,Female,Abigail Jones,Male,United States
M,United States,United States,Full-time,Remote,Research Engineer,Female,28-37,United States,2023-12-08,8,45,Interviewer First,Male,Elizabeth Jones,Female,United States
M,United States,United States,Full-time,Remote,Research Engineer,Male,28-37,United States,2023-10-20,9,45,Interviewer First,Male,Ava Smith,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2023-06-08,10,37,Interviewer Second,Female,Mia Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2023-08-11,10,29,Interviewer First,Male,William Anderson,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,38-47,United States,2022-04-16,9,28,Interviewer Second,Female,Elizabeth Jackson,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,18-27,United States,2023-11-23,10,15,Interviewer First,Male,Sophia White,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-06-07,10,56,Interviewer First,Male,John Wilson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-03-14,8,17,Interviewer First,Male,David Taylor,Female,United States
M,United States,United States,Full-time,Office,Research Analyst,Male,28-37,United States,2021-12-28,8,40,Interviewer Second,Female,Ethan Anderson,Male,United States
M,United States,United States,Full-time,Office,Research Analyst,Female,18-27,United States,2023-10-04,8,40,Interviewer First,Male,Isabella Johnson,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,38-47,United States,2024-03-14,8,15,Interviewer First,Male,Alexander Brown,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,28-37,United States,2023-06-08,10,54,Interviewer Second,Female,Matthew Thomas,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2021-10-21,8,52,Interviewer Second,Female,Emma Davis,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2024-03-17,8,56,Interviewer Second,Female,Emma Thompson,Male,United States
M,United States,United States,Full-time,Office,Research Engineer,Female,18-27,United States,2022-12-03,10,38,Interviewer First,Male,Emma Taylor,Female,United States
M,United States,United States,Full-time,Office,Research Engineer,Male,38-47,United States,2022-03-15,8,28,Interviewer First,Male,Emily Anderson,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,18-27,United States,2024-05-05,10,19,Interviewer First,Male,Abigail Williams,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,18-27,United States,2022-02-19,8,41,Interviewer First,Male,Matthew Brown,Female,United States
M,United States,United States,Full-time,Office,Data Architect,Female,38-47,United States,2023-12-25,10,50,Interviewer Second,Female,Abigail Harris,Female,United States
M,United States,United States,Full-time,Office,Data Architect,Male,28-37,United States,2022-06-03,9,44,Interviewer Second,Female,Elizabeth White,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,28-37,United States,2023-09-04,8,47,Interviewer Second,Female,Olivia Moore,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,28-37,United States,2022-02-07,10,44,Interviewer First,Male,Joseph Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2023-10-08,10,60,Interviewer Second,Female,Michael Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-11-20,10,28,Interviewer Second,Female,Charlotte Martinez,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2022-03-01,8,24,Interviewer Second,Female,Charlotte Anderson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2022-08-30,8,58,Interviewer Second,Female,Daniel Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-07-22,8,50,Interviewer Second,Female,James Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-01-16,9,39,Interviewer First,Male,Ava Garcia,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2021-11-21,8,48,Interviewer First,Male,Daniel Davis,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2023-12-03,10,37,Interviewer First,Male,Sophia Martinez,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2023-08-26,10,58,Interviewer Second,Female,William Jones,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2023-03-05,10,18,Interviewer Second,Female,John Robinson,Male,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,28-37,United States,2021-06-05,8,33,Interviewer Second,Female,Matthew Thompson,Male,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Female,28-37,United States,2023-02-19,8,54,Interviewer First,Male,Elizabeth White,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-03-27,8,30,Interviewer First,Male,Olivia Davis,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-11-30,9,30,Interviewer Second,Female,Charlotte Davis,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-04-29,8,56,Interviewer Second,Female,Alexander White,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-06-23,8,25,Interviewer First,Male,Mia Miller,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,18-27,United States,2021-07-21,10,27,Interviewer Second,Female,William Jackson,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2024-03-29,8,46,Interviewer First,Male,Michael Davis,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,38-47,United States,2023-11-19,10,30,Interviewer First,Male,Michael Anderson,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2022-12-17,8,27,Interviewer First,Male,Elizabeth White,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2022-10-02,10,54,Interviewer First,Male,Olivia Brown,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2022-05-28,8,49,Interviewer Second,Female,Daniel Brown,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2023-09-10,9,19,Interviewer First,Male,Alexander Brown,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2021-09-29,9,18,Interviewer First,Male,Alexander Garcia,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,28-37,United States,2022-08-19,8,54,Interviewer First,Male,Sophia Williams,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,18-27,United States,2024-02-06,9,27,Interviewer Second,Female,Alexander Davis,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2021-05-29,9,57,Interviewer Second,Female,Ethan Jackson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2021-02-22,9,42,Interviewer Second,Female,Ava Miller,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2023-03-15,10,43,Interviewer Second,Female,Emma Brown,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2023-09-21,9,34,Interviewer Second,Female,Mia Martinez,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,28-37,United States,2023-07-29,8,26,Interviewer Second,Female,Daniel Anderson,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2021-09-22,9,38,Interviewer First,Male,Alexander Martin,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,38-47,United States,2020-07-03,8,52,Interviewer First,Male,Daniel Harris,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-03-24,8,43,Interviewer First,Male,Michael Williams,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2022-04-03,10,19,Interviewer Second,Female,Joseph Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-12-07,8,46,Interviewer Second,Female,Olivia White,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,18-27,United States,2024-04-25,8,57,Interviewer First,Male,Emma Jackson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,28-37,United States,2023-09-09,10,28,Interviewer Second,Female,Ava Anderson,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,28-37,United States,2024-01-10,8,16,Interviewer Second,Female,Isabella Garcia,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2023-02-24,9,40,Interviewer Second,Female,Ethan Anderson,Male,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,18-27,United States,2023-12-22,9,43,Interviewer First,Male,Daniel Taylor,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Male,38-47,United States,2024-03-11,10,38,Interviewer Second,Female,Elizabeth Brown,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2022-09-12,9,58,Interviewer Second,Female,Ethan Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-11-23,8,48,Interviewer First,Male,Michael Moore,Male,United States
M,Canada,Canada,Full-time,Office,Machine Learning Engineer,Female,28-37,Canada,2023-09-27,10,40,Interviewer Second,Female,Alexander White,Female,Canada
M,Canada,Canada,Full-time,Office,Machine Learning Engineer,Male,38-47,Canada,2023-08-16,8,30,Interviewer Second,Female,Abigail Jones,Male,Canada
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-12-27,10,20,Interviewer First,Male,Sophia Harris,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2022-12-23,10,23,Interviewer First,Male,David Taylor,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-07-10,8,45,Interviewer Second,Female,William Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2022-06-13,8,30,Interviewer First,Male,Daniel Moore,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-10-18,10,19,Interviewer Second,Female,Daniel Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-07-27,9,42,Interviewer Second,Female,William Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2024-04-14,8,58,Interviewer First,Male,William Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-07-29,9,50,Interviewer Second,Female,Ethan Garcia,Female,United States
M,United States,United States,Full-time,Office,ML Engineer,Male,28-37,United States,2023-11-20,10,24,Interviewer Second,Female,Elizabeth Martin,Male,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,18-27,United States,2022-11-05,10,54,Interviewer Second,Female,Ava Martin,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2023-08-01,10,59,Interviewer First,Male,Sophia Miller,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2023-08-08,9,32,Interviewer Second,Female,Mia Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-04-02,8,43,Interviewer Second,Female,Ava Miller,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2022-08-17,8,53,Interviewer Second,Female,Ava Johnson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2022-04-03,9,19,Interviewer First,Male,Alexander Martinez,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-07-24,10,37,Interviewer First,Male,Joseph Wilson,Female,United States
M,United States,United States,Full-time,Remote,Head of Data,Female,28-37,United States,2022-08-14,9,34,Interviewer Second,Female,Sophia Harris,Female,United States
M,United States,United States,Full-time,Remote,Head of Data,Female,38-47,United States,2024-02-28,10,30,Interviewer First,Male,Joseph Harris,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,18-27,United States,2023-08-13,10,17,Interviewer Second,Female,Ethan Miller,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,38-47,United States,2023-06-29,10,59,Interviewer First,Male,Daniel Anderson,Male,United States
M,United States,United States,Full-time,Office,BI Analyst,Female,28-37,United States,2022-09-26,8,23,Interviewer First,Male,Alexander Jones,Female,United States
M,United States,United States,Full-time,Office,BI Analyst,Male,38-47,United States,2024-05-02,8,22,Interviewer Second,Female,Emily Robinson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2022-10-09,10,47,Interviewer First,Male,James Wilson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2022-09-16,9,60,Interviewer Second,Female,Sophia Martinez,Male,United States
M,United Kingdom,United Kingdom,Full-time,Remote,Data Scientist,Male,18-27,United Kingdom,2023-09-25,10,32,Interviewer Second,Female,Matthew Thompson,Male,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Remote,Data Scientist,Male,38-47,United Kingdom,2021-12-17,9,15,Interviewer First,Male,William Taylor,Male,United Kingdom
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-01-24,9,42,Interviewer First,Male,Charlotte Williams,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2022-07-26,8,25,Interviewer First,Male,Ava Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2023-09-02,9,53,Interviewer First,Male,Joseph Moore,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-01-21,10,19,Interviewer First,Male,William Anderson,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,38-47,United States,2023-04-11,8,51,Interviewer Second,Female,Ethan Thomas,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2022-12-02,9,48,Interviewer First,Male,Isabella Anderson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Scientist,Male,18-27,United States,2022-12-09,9,36,Interviewer Second,Female,Sophia Martinez,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Scientist,Male,38-47,United States,2023-10-01,10,46,Interviewer First,Male,Isabella Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-04-05,8,17,Interviewer First,Male,William Miller,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-01-25,9,21,Interviewer Second,Female,James Harris,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-12-26,8,33,Interviewer First,Male,William Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-02-07,8,17,Interviewer First,Male,David Brown,Female,United States
M,Canada,Canada,Full-time,Remote,Data Analyst,Male,38-47,Canada,2021-09-10,10,46,Interviewer Second,Female,James Martinez,Male,Canada
M,Canada,Canada,Full-time,Remote,Data Analyst,Female,18-27,Canada,2024-02-10,10,41,Interviewer Second,Female,John White,Female,Canada
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2022-10-14,9,42,Interviewer First,Male,Charlotte Harris,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2022-10-09,10,49,Interviewer First,Male,Joseph Davis,Female,United States
M,Canada,Canada,Full-time,Office,Data Engineer,Female,38-47,Canada,2022-04-04,10,60,Interviewer First,Male,Abigail Harris,Female,Canada
M,Canada,Canada,Full-time,Office,Data Engineer,Female,28-37,Canada,2022-02-02,8,40,Interviewer First,Male,Sophia Brown,Female,Canada
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2021-11-07,10,27,Interviewer Second,Female,Isabella Jones,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-12-24,8,59,Interviewer Second,Female,Emily Garcia,Female,United States
M,United States,United States,Full-time,Remote,BI Analyst,Male,28-37,United States,2022-12-07,8,22,Interviewer First,Male,Michael Wilson,Male,United States
M,United States,United States,Full-time,Remote,BI Analyst,Male,28-37,United States,2023-08-08,10,31,Interviewer First,Male,Abigail Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-01-31,10,33,Interviewer First,Male,Daniel Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2024-01-07,10,50,Interviewer Second,Female,James Jackson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2023-03-01,8,54,Interviewer Second,Female,Sophia Johnson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-08-04,9,40,Interviewer First,Male,John Jackson,Male,United States
M,United Kingdom,United Kingdom,Full-time,Office,Data Scientist,Male,38-47,United Kingdom,2023-04-18,9,23,Interviewer First,Male,James Garcia,Male,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Data Scientist,Male,28-37,United Kingdom,2023-05-04,8,34,Interviewer Second,Female,Ava Moore,Male,United Kingdom
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-01-24,10,22,Interviewer First,Male,Joseph Jones,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-02-19,9,59,Interviewer First,Male,Olivia Moore,Female,United States
L,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2024-02-04,8,28,Interviewer Second,Female,Elizabeth Anderson,Female,United States
S,United States,United States,Full-time,Office,Research Analyst,Female,18-27,United States,2022-06-19,10,60,Interviewer Second,Female,Ethan Harris,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-12-22,8,28,Interviewer First,Male,David Moore,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2024-02-04,10,18,Interviewer First,Male,Matthew Anderson,Female,United States
M,United States,United States,Full-time,Remote,Data Management Analyst,Male,18-27,United States,2024-03-06,8,36,Interviewer First,Male,Elizabeth Davis,Male,United States
M,United States,United States,Full-time,Remote,Data Management Analyst,Male,28-37,United States,2021-07-15,10,57,Interviewer Second,Female,Elizabeth Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2024-02-15,9,15,Interviewer Second,Female,David Brown,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2024-04-05,8,18,Interviewer First,Male,Joseph White,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2020-10-03,9,25,Interviewer First,Male,James Robinson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-02-17,9,53,Interviewer Second,Female,Ava Moore,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Analyst,Female,28-37,United States,2023-05-30,8,43,Interviewer First,Male,Ava Moore,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Analyst,Female,38-47,United States,2024-04-13,10,15,Interviewer Second,Female,Alexander Brown,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Modeler,Female,28-37,United States,2024-02-24,9,19,Interviewer First,Male,Charlotte White,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Modeler,Female,28-37,United States,2024-01-15,9,35,Interviewer Second,Female,Alexander Thomas,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2023-11-15,9,44,Interviewer Second,Female,Olivia Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,38-47,United States,2022-09-30,10,38,Interviewer First,Male,Ava Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,38-47,United States,2023-09-09,9,49,Interviewer First,Male,Sophia White,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2024-02-27,9,34,Interviewer First,Male,John Jackson,Male,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2022-07-08,9,26,Interviewer First,Male,Emily White,Male,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2024-04-08,8,45,Interviewer Second,Female,Joseph Smith,Male,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,28-37,United States,2023-03-13,8,34,Interviewer First,Male,John Harris,Male,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Female,28-37,United States,2023-08-10,10,47,Interviewer First,Male,Sophia Jackson,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,28-37,United States,2022-05-31,9,36,Interviewer Second,Female,Isabella Brown,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,28-37,United States,2022-09-11,10,32,Interviewer Second,Female,Michael Robinson,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,28-37,United States,2023-11-13,8,55,Interviewer First,Male,Emily Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2021-11-12,8,52,Interviewer Second,Female,Isabella Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2023-12-27,10,34,Interviewer First,Male,John Harris,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2022-02-14,9,45,Interviewer First,Male,Matthew Harris,Female,United States
